Datetime,^GSPC
2024-10-28 13:30:00+00:00,5836.64013671875
2024-10-28 13:31:00+00:00,5836.31005859375
2024-10-28 13:32:00+00:00,5841.64013671875
2024-10-28 13:33:00+00:00,5840.27978515625
2024-10-28 13:34:00+00:00,5840.0
2024-10-28 13:35:00+00:00,5839.64990234375
2024-10-28 13:36:00+00:00,5839.22998046875
2024-10-28 13:37:00+00:00,5836.1201171875
2024-10-28 13:38:00+00:00,5834.89013671875
2024-10-28 13:39:00+00:00,5836.14990234375
2024-10-28 13:40:00+00:00,5835.31982421875
2024-10-28 13:41:00+00:00,5834.2099609375
2024-10-28 13:42:00+00:00,5833.91015625
2024-10-28 13:43:00+00:00,5835.10009765625
2024-10-28 13:44:00+00:00,5834.75
2024-10-28 13:45:00+00:00,5834.3798828125
2024-10-28 13:46:00+00:00,5835.89013671875
2024-10-28 13:47:00+00:00,5836.7099609375
2024-10-28 13:48:00+00:00,5835.27001953125
2024-10-28 13:49:00+00:00,5836.0498046875
2024-10-28 13:50:00+00:00,5834.009765625
2024-10-28 13:51:00+00:00,5832.89013671875
2024-10-28 13:52:00+00:00,5832.93017578125
2024-10-28 13:53:00+00:00,5834.14013671875
2024-10-28 13:54:00+00:00,5834.0
2024-10-28 13:55:00+00:00,5835.490234375
2024-10-28 13:56:00+00:00,5832.669921875
2024-10-28 13:57:00+00:00,5834.97998046875
2024-10-28 13:58:00+00:00,5835.68017578125
